"","ticker","ref.date","volume","price.open","price.high","price.low","price.close","price.adjusted","ret.adjusted.prices","ret.closing.prices"
"1","^NYA",1965-12-31,0,528.690002,528.690002,528.690002,528.690002,528.690002,NA,NA
"2","^NYA",1966-01-03,0,527.210022,538.940002,527.210022,527.210022,527.210022,-0.00279933419281886,-0.00279933419281886
"3","^NYA",1966-02-01,0,529.109985,539.890015,522.450012,529.109985,529.109985,0.00360380668180871,0.00360380668180871
"4","^NYA",1966-03-01,0,517.900024,517.900024,501.51001,517.900024,517.900024,-0.0211864476532229,-0.0211864476532229
"5","^NYA",1966-04-01,0,515.580017,529.109985,515.580017,515.580017,515.580017,-0.00447964258059208,-0.00447964258059208
"6","^NYA",1966-05-02,0,520.539978,520.539978,476.450012,520.539978,520.539978,0.00962015756324397,0.00962015756324397
"7","^NYA",1966-06-01,0,491.779999,498.660004,485.119995,491.779999,491.779999,-0.0552502789708883,-0.0552502789708883
"8","^NYA",1966-07-01,0,490.200012,500.559998,478.880005,490.200012,490.200012,-0.00321279231203542,-0.00321279231203542
"9","^NYA",1966-08-01,0,471.589996,481.100006,426.329987,471.589996,471.589996,-0.0379641279976142,-0.0379641279976142
"10","^NYA",1966-09-01,0,443.459991,456.26001,434.26001,443.459991,443.459991,-0.0596492827214257,-0.0596492827214257
"11","^NYA",1966-10-03,0,427.390015,456.470001,416.290009,427.390015,427.390015,-0.0362377132687038,-0.0362377132687038
"12","^NYA",1966-11-01,0,459.850006,470.109985,455.519989,459.850006,459.850006,0.0759493433649825,0.0759493433649825
"13","^NYA",1966-12-01,0,459.109985,475.079987,459.109985,459.109985,459.109985,-0.001609266044024,-0.001609266044024
"14","^NYA",1967-01-03,0,462.48999,500.670013,462.48999,462.48999,462.48999,0.00736208122330417,0.00736208122330417
"15","^NYA",1967-02-01,0,499.5,NA,NA,499.5,499.5,0.0800233752086181,0.0800233752086181
"16","^NYA",1967-03-01,0,507.859985,526.679993,507.859985,507.859985,507.859985,0.0167367067067068,0.0167367067067068
"17","^NYA",1967-04-03,0,517.900024,544.969971,512.830017,517.900024,517.900024,0.0197693051166457,0.0197693051166457
"18","^NYA",1967-05-01,0,544.650024,549.090027,519.909973,544.650024,544.650024,0.0516508954631754,0.0516508954631754
"19","^NYA",1967-06-01,0,526.25,541.059998,515.359985,526.25,526.25,-0.0337832060758342,-0.0337832060758342
"20","^NYA",1967-07-03,0,533.22998,556.710022,533.22998,533.22998,533.22998,0.013263619952494,0.013263619952494
"21","^NYA",1967-08-01,0,560.090027,562.72998,544.119995,560.090027,560.090027,0.0503723496567092,0.0503723496567092
"22","^NYA",1967-09-01,0,551.419983,572.460022,551.419983,551.419983,551.419983,-0.0154797328680162,-0.0154797328680162
"23","^NYA",1967-10-02,0,565.799988,572.669983,551.210022,565.799988,565.799988,0.0260781354381929,0.0260781354381929
"24","^NYA",1967-11-01,0,544.22998,555.119995,535.030029,544.22998,544.22998,-0.0381230266127189,-0.0381230266127189
"25","^NYA",1967-12-01,0,555.330017,569.179993,555.330017,555.330017,555.330017,0.0203958572807768,0.0203958572807768
"26","^NYA",1968-01-02,0,567.599976,572.780029,546.23999,567.599976,567.599976,0.0220948960516931,0.0220948960516931
"27","^NYA",1968-02-01,0,547.929993,547.929993,525.72998,547.929993,547.929993,-0.0346546579135162,-0.0346546579135162
"28","^NYA",1968-03-01,0,524.25,530.380005,514.940002,524.25,524.25,-0.0432171870540402,-0.0432171870540402
"29","^NYA",1968-04-01,0,542.119995,576.159973,542.119995,542.119995,542.119995,0.0340867811158798,0.0340867811158798
"30","^NYA",1968-05-01,0,578.070007,586.840027,572.359985,578.070007,578.070007,0.0663137540241436,0.0663137540241436
"31","^NYA",1968-06-03,0,594.140015,606.090027,592.969971,594.140015,594.140015,0.027799414959095,0.027799414959095
"32","^NYA",1968-07-01,0,591.710022,610,578.48999,591.710022,591.710022,-0.00408993324578544,-0.00408993324578544
"33","^NYA",1968-08-01,0,576.27002,587.26001,572.880005,576.27002,576.27002,-0.0260938659578761,-0.0260938659578761
"34","^NYA",1968-09-03,0,588.429993,610.099976,588.429993,588.429993,588.429993,0.0211011723289023,0.0211011723289023
"35","^NYA",1968-10-01,0,611.27002,623.73999,611.27002,611.27002,611.27002,0.0388151985311871,0.0388151985311871
"36","^NYA",1968-11-01,0,612.75,647.849976,612.75,612.75,612.75,0.0024211558747802,0.0024211558747802
"37","^NYA",1968-12-02,0,646.47998,646.47998,622.159973,646.47998,646.47998,0.0550468869849041,0.0550468869849041
"38","^NYA",1969-01-02,0,623.219971,623.320007,600.27002,623.219971,623.219971,-0.0359794730225056,-0.0359794730225056
"39","^NYA",1969-02-03,0,616.450012,620.679993,583.559998,616.450012,616.450012,-0.0108628723645314,-0.0108628723645314
"40","^NYA",1969-03-03,0,584.52002,601.119995,580.820007,584.52002,584.52002,-0.0517965631899444,-0.0517965631899444
"41","^NYA",1969-04-01,0,600.27002,613.169983,590.969971,600.27002,600.27002,0.0269451848715121,0.0269451848715121
"42","^NYA",1969-05-01,0,612.539978,627.22998,610.530029,612.539978,612.539978,0.0204407309896968,0.0204407309896968
"43","^NYA",1969-06-02,0,608.840027,608.840027,563.789978,608.840027,608.840027,-0.00604034207217097,-0.00604034207217097
"44","^NYA",1969-07-01,0,574.679993,583.780029,521.390015,574.679993,574.679993,-0.0561067480538693,-0.0561067480538693
"45","^NYA",1969-08-01,0,545.820007,561.570007,541.059998,545.820007,545.820007,-0.0502192287038605,-0.0502192287038605
"46","^NYA",1969-09-02,0,559.349976,561.25,542.219971,559.349976,559.349976,0.0247883346643245,0.0247883346643245
